9/1/2015 5:30,Iowa prison population is expected to grow by 39 percent by the year 2024,http://jakeporter.org/reducing-crime-improving-our-communities/
9/1/2015 5:35,Iowa ranks 31st in education in the Untied States with a C- grade.,http://jakeporter.org/improving-our-education/
9/1/2015 5:40,Iowa's old cronies give corporate welfare while regulating and taxing small business out of the state., http://jakeporter.org/bringing-jobs-and-people-back-to-iowa/
